Title,Location,Link,Distance,Review_Score,Ketegori,Number_Of_Reviews,Details
"The Taj Mahal Tower Mumbai
"T24 Residency
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/t24.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=128&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=150828401_285098334_0_2_0&highlighted_blocks=150828401_285098334_0_2_0&matching_block_id=150828401_285098334_0_2_0&sr_pri_blocks=150828401_285098334_0_2_0__3965920&from_beach_sr=1&from=searchresults#hotelTmpl,16.8,7.0,Good ,337.0,Deluxe Double or Twin Room
"FabHotel Prime Land
Opens in new window","Central, Mumbai",https://www.booking.com/hotel/in/capital-o-80005-prime-land.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=129&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=720267705_338166326_0_0_0&highlighted_blocks=720267705_338166326_0_0_0&matching_block_id=720267705_338166326_0_0_0&sr_pri_blocks=720267705_338166326_0_0_0__1757700&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,10.5,6.4,Review score ,14.0,Deluxe Room
"Hotel Avon Ruby Dadar
Opens in new window","Dadar, Mumbai",https://www.booking.com/hotel/in/avon-ruby.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=130&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=39112602_194755070_0_42_0&highlighted_blocks=39112602_194755070_0_42_0&matching_block_id=39112602_194755070_0_42_0&sr_pri_blocks=39112602_194755070_0_42_0__3804750&from_beach_sr=1&from=searchresults#hotelTmpl,5.8,7.0,Good ,30.0,Deluxe Room
"FabHotel Empire Suite
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/empire-suite.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=131&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=278301504_351891602_2_1_0&highlighted_blocks=278301504_351891602_2_1_0&matching_block_id=278301504_351891602_2_1_0&sr_pri_blocks=278301504_351891602_2_1_0__1594404&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.8,4.6,Review score ,11.0,Deluxe Room
"Hotel Mantra Residency
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/mantra-residency.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=132&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=280527605_177069715_2_42_0&highlighted_blocks=280527605_177069715_2_42_0&matching_block_id=280527605_177069715_2_42_0&sr_pri_blocks=280527605_177069715_2_42_0__1017450&from_beach_sr=1&from=searchresults#hotelTmpl,15.3,4.8,Review score ,60.0,Standard Double Room
"Treebo Trend Legend II Santa Cruz
Opens in new window","Santacruz, Mumbai",https://www.booking.com/hotel/in/the-legend-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=133&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=41363005_350617781_2_1_0&highlighted_blocks=41363005_350617781_2_1_0&matching_block_id=41363005_350617781_2_1_0&sr_pri_blocks=41363005_350617781_2_1_0__2707712&from_beach_sr=1&beach_sr_walking_distance=2046&from=searchresults#hotelTmpl,12.8,6.7,Review score ,153.0,[Sanitized] Standard Double Room
"Hotel Janata
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/janata-mumbai1.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=134&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=771440405_335902656_2_0_0&highlighted_blocks=771440405_335902656_2_0_0&matching_block_id=771440405_335902656_2_0_0&sr_pri_blocks=771440405_335902656_2_0_0__1015000&from_beach_sr=1&from=searchresults#hotelTmpl,5.8,5.8,Review score ,6.0,Budget Double Room
"Hotel Concord Galaxy
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/concord-galaxy-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=135&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=788226401_338399906_2_2_0&highlighted_blocks=788226401_338399906_2_2_0&matching_block_id=788226401_338399906_2_2_0&sr_pri_blocks=788226401_338399906_2_2_0__2127335&from_beach_sr=1&from=searchresults#hotelTmpl,16.7,5.9,Review score ,41.0,Deluxe King Room
"Hotel National
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/national-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=136&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=710574203_295887492_2_0_0&highlighted_blocks=710574203_295887492_2_0_0&matching_block_id=710574203_295887492_2_0_0&sr_pri_blocks=710574203_295887492_2_0_0__934500&from_beach_sr=1&beach_sr_walking_distance=1071&from=searchresults#hotelTmpl,0.8,3.7,Review score ,12.0,Budget Double or Twin Room
"Hotel Royal Castle
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/royal-castle.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=137&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=37572901_335284894_0_41_0&highlighted_blocks=37572901_335284894_0_41_0&matching_block_id=37572901_335284894_0_41_0&sr_pri_blocks=37572901_335284894_0_41_0__2450000&from_beach_sr=1&beach_sr_walking_distance=850&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,1.1,6.7,Review score ,25.0,Standard Double Room
"FabExpress Prakash Inn
Opens in new window","Andheri, Mumbai",https://www.booking.com/hotel/in/prakash-inn-mumbai1.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=138&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=848782302_355752313_2_0_0&highlighted_blocks=848782302_355752313_2_0_0&matching_block_id=848782302_355752313_2_0_0&sr_pri_blocks=848782302_355752313_2_0_0__2047572&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,15.4,6.9,Review score ,27.0,Deluxe Room
"Hotel Marriot Prime, Andheri West
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/marriott-prime-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=139&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=825434501_346946897_2_0_0&highlighted_blocks=825434501_346946897_2_0_0&matching_block_id=825434501_346946897_2_0_0&sr_pri_blocks=825434501_346946897_2_0_0__1749300&from_beach_sr=1&beach_sr_walking_distance=2801&from=searchresults#hotelTmpl,17.5,6.9,Review score ,80.0,Deluxe Room
"FabExpress Star Residency
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/spot-on-40727-star-residency-spot.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=140&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=518109805_355646806_2_0_0&highlighted_blocks=518109805_355646806_2_0_0&matching_block_id=518109805_355646806_2_0_0&sr_pri_blocks=518109805_355646806_2_0_0__978426&from_beach_sr=1&from=searchresults#hotelTmpl,18.0,5.0,Review score ,9.0,Deluxe Room
"Hotel Bkc Palace
Opens in new window","Bandra Kurla Complex, Mumbai",https://www.booking.com/hotel/in/bkc-palace-kurla.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=141&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=868696801_355380825_2_42_0&highlighted_blocks=868696801_355380825_2_42_0&matching_block_id=868696801_355380825_2_42_0&sr_pri_blocks=868696801_355380825_2_42_0__1540000&from_beach_sr=1&from=searchresults#hotelTmpl,13.1,7.2,Good ,10.0,Deluxe Double Room (2 Adults + 1 Child)
"ibis Mumbai Vikhroli - An Accor Brand
Opens in new window","Central Suburbs, Mumbai",https://www.booking.com/hotel/in/ibis-mumbai-vikhroli.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=142&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=778169801_336162481_2_41_0&highlighted_blocks=778169801_336162481_2_41_0&matching_block_id=778169801_336162481_2_41_0&sr_pri_blocks=778169801_336162481_2_41_0__3620300&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,20.3,7.7,Good ,168.0,Standard Queen Room
"OYO 22535 Hotel Orbit Inn
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/oyo-22535-orbit-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=143&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=451231406_339876241_2_0_0&highlighted_blocks=451231406_339876241_2_0_0&matching_block_id=451231406_339876241_2_0_0&sr_pri_blocks=451231406_339876241_2_0_0__862770&from_beach_sr=1&from=searchresults#hotelTmpl,23.5,4.6,Review score ,28.0,Deluxe Triple Room
"The Mirador Andheri East
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/the-mirador.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=144&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=26667707_352046738_2_42_0&highlighted_blocks=26667707_352046738_2_42_0&matching_block_id=26667707_352046738_2_42_0&sr_pri_blocks=26667707_352046738_2_42_0__5000000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.3,7.8,Good ,109.0,Mirable Room
"Ginger Mumbai, Goregaon
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/ginger-mumbai-goregaon.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=145&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=856120101_353162663_2_42_0&highlighted_blocks=856120101_353162663_2_42_0&matching_block_id=856120101_353162663_2_42_0&sr_pri_blocks=856120101_353162663_2_42_0__4449300&from_beach_sr=1&from=searchresults#hotelTmpl,21.5,9.0,Superb ,1.0,Luxe Double Room
"Collection O 88371 The Gulf
Opens in new window","Colaba, Mumbai",https://www.booking.com/hotel/in/collection-o-88371-the-gulf.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=146&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=839417403_357343846_2_0_0&highlighted_blocks=839417403_357343846_2_0_0&matching_block_id=839417403_357343846_2_0_0&sr_pri_blocks=839417403_357343846_2_0_0__1005733&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5.8,1.9,Review score ,9.0,Deluxe Double Room
"Hotel Crawford Inn
Opens in new window","South Mumbai, Mumbai",https://www.booking.com/hotel/in/fabhotel-crawford-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=148&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=197737505_331255222_2_42_0&highlighted_blocks=197737505_331255222_2_42_0&matching_block_id=197737505_331255222_2_42_0&sr_pri_blocks=197737505_331255222_2_42_0__3149370&from_beach_sr=1&beach_sr_walking_distance=2196&from=searchresults#hotelTmpl,3.0,7.5,Good ,97.0,Standard Double Room
"Hotel Aroma- Dadar
Opens in new window","Dadar, Mumbai",https://www.booking.com/hotel/in/aroma-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=149&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=189282101_336144213_0_2_0&highlighted_blocks=189282101_336144213_0_2_0&matching_block_id=189282101_336144213_0_2_0&sr_pri_blocks=189282101_336144213_0_2_0__1792000&from_beach_sr=1&from=searchresults#hotelTmpl,5.7,5.8,Review score ,74.0,Deluxe Double Room
"Hotel Oriental Aster- Mumbai International Airport
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/suresha.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=150&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909981&all_sr_blocks=40114904_232275245_0_1_0&highlighted_blocks=40114904_232275245_0_1_0&matching_block_id=40114904_232275245_0_1_0&sr_pri_blocks=40114904_232275245_0_1_0__9110000&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,16.1,8.1,Very good ,902.0,Classic Room
"FabExpress Super 7 Inn
Opens in new window",Mumbai,https://www.booking.com/hotel/in/oyo-77349-super-7-inn.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=151&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909996&all_sr_blocks=706632104_355655169_2_0_0&highlighted_blocks=706632104_355655169_2_0_0&matching_block_id=706632104_355655169_2_0_0&sr_pri_blocks=706632104_355655169_2_0_0__1417500&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,27.8,7.4,Good ,14.0,Deluxe Room
"Hotel Mina International
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/mina-international-mumbai.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=152&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909996&all_sr_blocks=37573202_221148811_2_42_0&highlighted_blocks=37573202_221148811_2_42_0&matching_block_id=37573202_221148811_2_42_0&sr_pri_blocks=37573202_221148811_2_42_0__3080000&from_beach_sr=1&from=searchresults#hotelTmpl,18.9,6.1,Review score ,41.0,Deluxe Double Room
"The Byke Brightland Resort Pure Veg
Opens in new window",Mumbai,https://www.booking.com/hotel/in/brightland-resort-matheran.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=153&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909996&all_sr_blocks=506529101_357969630_0_41_0&highlighted_blocks=506529101_357969630_0_41_0&matching_block_id=506529101_357969630_0_41_0&sr_pri_blocks=506529101_357969630_0_41_0__2475000&from_beach_sr=1&beach_sr_walking_distance=2582&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,47.2,6.9,Review score ,24.0,Deluxe Room
"FabHotel RK International
Opens in new window","Western Suburbs, Mumbai",https://www.booking.com/hotel/in/treebo-phoenix-international.en-gb.html?label=gog235jc-1DCAIobDgOSAlYA2hsiAEBmAEJuAEXyAEM2AED6AEB-AECiAIBqAIDuALh8f2XBsACAdICJDk5YmZlNDU2LTM2ZGYtNGZjNS1hYjQxLTEzZmU0NDEyNmFjM9gCBOACAQ&sid=83f0a792af7077737a7385020a703468&aid=356980&ucfs=1&arphpl=1&checkin=2022-09-18&checkout=2022-09-25&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=154&sr_order=popularity&srpvid=b81b536152c50243&srepoch=1660909996&all_sr_blocks=354160607_331254947_2_0_0&highlighted_blocks=354160607_331254947_2_0_0&matching_block_id=354160607_331254947_2_0_0&sr_pri_blocks=354160607_331254947_2_0_0__2425248&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,14.7,7.4,Good ,467.0,Superior King Room
